model_id,benchmark,id,seed,baseline,method,baseline_correct,method_correct,delta_correct
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-89891,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-89891,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-89891,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-89891,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-181634,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-181634,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-181634,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-181634,1,vanilla_mc,iga_v2_lowrank_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-181634,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-219028,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-219028,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-219028,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-219028,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-219028,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-194372,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-194372,1,vanilla_mc,semantic_entropy_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-194372,1,vanilla_mc,self_consistency_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-194372,1,vanilla_mc,iga_v2_lowrank_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-194372,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-108281,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-108281,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-108281,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-108281,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-108281,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-140846,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-140846,1,vanilla_mc,semantic_entropy_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-140846,1,vanilla_mc,self_consistency_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-140846,1,vanilla_mc,iga_v2_lowrank_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-140846,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-110177,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-110177,1,vanilla_mc,semantic_entropy_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-110177,1,vanilla_mc,self_consistency_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-110177,1,vanilla_mc,iga_v2_lowrank_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-110177,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-204361,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-204361,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-204361,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-204361,1,vanilla_mc,iga_v2_lowrank_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-204361,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-54168,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-54168,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-54168,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-54168,1,vanilla_mc,iga_v2_lowrank_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-54168,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-105095,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-105095,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-105095,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-105095,1,vanilla_mc,iga_v2_lowrank_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-105095,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-18708,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-18708,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-18708,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-18708,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-18708,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-90809,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-90809,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-90809,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-90809,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-90809,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-167997,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-167997,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-167997,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-167997,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-167997,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-150773,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-150773,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-150773,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-150773,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-150773,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-204443,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-204443,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-204443,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-204443,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-204443,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-192714,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-192714,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-192714,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-192714,1,vanilla_mc,iga_v2_lowrank_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-192714,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-71182,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-71182,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-71182,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-71182,1,vanilla_mc,iga_v2_lowrank_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-71182,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-159706,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-159706,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-159706,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-159706,1,vanilla_mc,iga_v2_lowrank_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-159706,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-107786,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-107786,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-107786,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-107786,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-107786,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-166846,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-166846,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-166846,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-166846,1,vanilla_mc,iga_v2_lowrank_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-166846,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-140764,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-140764,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-140764,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-140764,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-140764,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-197381,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-197381,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-197381,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-197381,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-197381,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-187000,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-187000,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-187000,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-187000,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-187000,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-32266,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-32266,1,vanilla_mc,semantic_entropy_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-32266,1,vanilla_mc,self_consistency_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-32266,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-32266,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-196758,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-196758,1,vanilla_mc,semantic_entropy_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-196758,1,vanilla_mc,self_consistency_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-196758,1,vanilla_mc,iga_v2_lowrank_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-196758,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-142454,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-142454,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-142454,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-142454,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-142454,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-147411,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-147411,1,vanilla_mc,semantic_entropy_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-147411,1,vanilla_mc,self_consistency_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-147411,1,vanilla_mc,iga_v2_lowrank_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-147411,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-215136,1,vanilla_mc,temperature_mc,1.0,1.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-215136,1,vanilla_mc,semantic_entropy_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-215136,1,vanilla_mc,self_consistency_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-215136,1,vanilla_mc,iga_v2_lowrank_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-215136,1,vanilla_mc,iga_v3_entropy_sparse_mc,1.0,0.0,-1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-227362,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-227362,1,vanilla_mc,semantic_entropy_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-227362,1,vanilla_mc,self_consistency_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-227362,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-227362,1,vanilla_mc,iga_v3_entropy_sparse_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-145512,1,vanilla_mc,temperature_mc,0.0,0.0,0.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-145512,1,vanilla_mc,semantic_entropy_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-145512,1,vanilla_mc,self_consistency_mc,0.0,1.0,1.0
mistralai/Mistral-7B-Instruct-v0.3,FEVER,fever-v1.0-labelled_dev-145512,1,vanilla_mc,iga_v2_lowrank_mc,0.0,0.0,0.0
